actor,text
Skyler,"Hank has offered to help, since you shouldn't be doing any heavy lifting. I want you gone by Monday morning. I want you gone."
Walter,Can you at least tell me why?
Skyler,"Because you're a liar, Walt. Two cell phones, after all."
Walter,What?
Skyler,"Right before your surgery, I asked if you had packed your cell phone, and you said, ""Which one?"""
Walter,When? I was medicated. I could have said the world was flat.
Skyler,You know what I think? I think you accidentally told the truth.
Walter,"Honey, we have been over this. Asked and answered, right?"
Skyler,"Then it got me thinking again about all the strange behavior, not the least of which was the disappearance. Out of my mind with worry, calling hospitals, checking the morgue. Your fugue state. I had to believe that, didn't I? I had to find a way. I mean who would lie about such a thing?"
Walter,You tell me. You tell me exactly what it is you think I'm lying about. What? I'm having an affair. Is that what you think?
Skyler,Yes. For the last few weeks.
Walter,With whom? Who am I having an affair with?
Skyler,My guess was Gretchen Schwartz. Something was going on between you. I just knew.
Walter,"Jesus. Get me a Bible to swear on, if that's what it takes. I am not having an affair with Gretchen."
Skyler,"I know. I know you're not. Because I asked her. It really took me forever to get in touch with her. She was ducking my calls for weeks. So I finally left a message ""What exactly is going on between you and my husband?"" I thought that would get her attention, and it did. So she called me back, and she finally told me. The money for your treatment, Gretchen and Elliott didn't give you a dime. They paid for nothing. You refused every offer they made you. But that didn't make sense because I checked with Delcavoli at the hospital, and not including your surgery, we're nearly paid up. Over $100,000. Out of where? Out of thin air? But then I called your mother. Thanks for that, too. But I thought, maybe she has some money that I don't know about. Maybe she contributed. It's possible. It turns out that not only is the money not from your mother, she didn't even know that you have cancer. You never went to see her. I dropped you at the airport. I picked you up. You were gone for four days, and yet she swears that you were never there. Lies on top of lies on top of lies. Could you just once do me the courtesy of not denying it?"
Walter,"Don't do this, please. Please don't go. Skyler! If I tell you the truth, will you stay? Stay, and I will tell you everything."
Skyler,Whatever it is I'm afraid to know.
Donald,"Wayfare, 5-1-5 radio check. Wayfare 5-1-5 Albuquerque Center, roger. Climb and maintain 1-3,000. Juliet Mike 2-1, Squawk 4. Julie Mike 2-1, climb and maintain 1-7,000. Cleared direct to Albuquerque via the Aircraft calling. Please stand by. Jane Mike 2-1, turn heading Disregard. Aircraft calling, say again. Lifeguard 4-6. Cleared direct to Albuquerque. Climb and maintain 1-7,000. Juliet Mike 2-1, turn left heading 1-1-5. Wayfare 5-1-5. Traffic 3 00. Kingair, turn left heading 0-8-5. Sierra Alpha. Alpha contact Albuquerque Center 13 Contact Albuquerque Center 124. 6. Wayfare 5-1-5. Descend."
Reporter,"We interrupt scheduled programming to bring you this breaking news. Good afternoon. In the last several minutes KOB has received dozens of reports of what appears to be a crashed aircraft, possibly two aircraft on Albuquerque's east side. As of yet details are scarce but callers describe witnessing an expl*si*n overhead followed by falling debris. Visible now"
Reporter,"Crash investigators with the National Transportation Safety Board are expected on site as early as this evening. But officials warn that with a debris field of this magnitude, the investigation Officials are now saying that the Boeing 737 was being re-routed, or vectored, through the airspace which is standard procedure according to a spokesman for the FAA."
Reporter,"The eight-seat King Air 350 was a charter flight operating out of St. George, Utah, bound for Amarillo, Texas."
Reporter,"It sounded like hail, like heavy hailstones. It was just bump-bump-bump, all over the neighborhood…"
Reporter,Indicating that the final death toll now stands at 167.
Reporter,One hundred and sixty-seven. This mid-air collision has left many wondering how such an accident could take place in a system with so many safeguards.
Reporter,That the collision which brought down Flight 515 was caused by improper air traffic control. We have the bombshell confirmation out of Oklahoma City as the FAA confirmed it was indeed a lone air traffic controller's fateful mistake which brought about the crash.
Reporter,"Is Donald Margolis, a 19-year veteran of the FAA's Air Route Traffic Control Center in Albuquerque. Margolis recently returned to work after a five-week absence which was due to, quote, ""a personal loss"". While it's now known that Margolis had recently lost a daughter to a…"
Reporter,"Drug overdose a month before. His troubled daughter Jane Margolis, aged 26 apparently had a long history of substance abuse. Friends of the family say the death of his only child hit Margolis particularly hard. Coming as it did little more than a month before, many are questioning the timing of his return to work and are wondering how much blame truly lies with those who let this grieving father…"
Lawyer,"I usually open with ""So sorry you're here"". Where would you like to begin?"
Skyler,"I really just need this quick and easy, you know? As quick as something like this can be. So…"
Lawyer,Okay. Is that mutual? Does your husband go along with that? Does he know?
Skyler,"Well, I mean, he certainly knows we're separated, so."
Lawyer,Has he moved out?
Skyler,"We're in the process of moving him out. Yeah. Today, hopefully. And in the meantime, my son, my daughter and I are staying with my sister."
Lawyer,So you've moved out?
Skyler,"Well, yes, just temporarily. Only so he could get his things. And that was supposed to happen last week, but then came the crash and…"
Lawyer,"Oh, God, you weren't one of the…?"
Skyler,"Right, yeah. Right beneath the flight path. And we had debris land in our yard, and all over our neighborhood, so."
Lawyer,Terrible.
Skyler,"Yeah. Apparently, even you know, parts of bodies. So I certainly couldn't bring myself to…"
Lawyer,So awful.
Skyler,"I know. Anyway, I was certainly not ready to move back. But it's time. And I'm sure we're driving my sister and her husband up a wall."
Lawyer,"Well, you definitely wanna maintain residency in your actual home. It just puts you in a better position in regards to custody. Two children, you said?"
Skyler,"Yes. Holly here, and then I have a son in high school, Walter Jr. They need to stay with me."
Lawyer,Okay. How long have you been married?
Skyler,Sixteen years.
Lawyer,"And it's not an apartment, it's a house that you live in? Do you own outright, do you have a mortgage?"
Skyler,"Yes, there's definitely a mortgage. We have maybe 15 years on it."
Lawyer,What about other debts or assets? Do you feel you have a good understanding of you and your husband's financial situation? Is your husband employed?
Skyler,"Here's the thing. I'm really not looking for any sort of loopholes or I don't know, just…"
Lawyer,"No, no loopholes. I just intend that every one of my clients get a full and honest accounting of what it is they owe and what it is they own. To that end, I say let's leave no stone unturned. You'd be amazed what I've seen partners hide from one another."
Hank,"Walt? Hey, buddy? Hey, Walt? Hey. There you are. Listen, I…You know, well, it's time."
Hank,"The shittiest week since 9l11, okay? Bar none. This is it. Hands down, we're living it. I speak with authority because we had some shitty weeks the past few months. But this here? I mean call freaking Guinness Book of World Records, call freaking…am I talking too much? I am, right? I am, I know. But this situation between you and you know, I don't know. I'm not asking, by the way. It's none of my business. I do not wanna get in the middle of you two. I'm just saying, listen, okay? You beat a little tactical retreat you regroup, and then  You know, absence makes the…yeah. I'm pulling for you, man. I'm pulling for you. No heavy lifting."
Walt,I got it.
Hank,"No, it's okay. I got it. Jesus. What do you got in there, cinder blocks?"
Walt,Half a million in cash.
Hank,"That's the spirit. I got it, I got it."
Counselor,"Who's here for self-improvement? Come on, give me a show of hands. Who among you is here hoping they can actively improve who they are? All right. See, that's your first mistake. You should be here to learn self-acceptance."
Skyler,"Hey, honey, you want another waffle? I still got the iron out. I could cut up some bananas."
Answering Machine,"Hi, you've reached Walt, Skyler, Flynn and Holly. Please leave us a message."
Walt,"Hey. Hello, everybody. Good morning. I was just checking in and thought I'd pass along the current contact information. You certainly can always reach me on my cell I've always got that on me, but in terms of a mailing address I'm here at the Beachcomber and you know what, it's actually very nice, very pleasant. Not as high-end as the Oakwood, but not as corporate."
Skyler,"Oh, hey, would you please just?"
Walter Jr,"Hey, Dad, it's me. No, I'm not okay. I don't know what's going on. Nobody's telling me jackshit around here."
Skyler,"Hey, Flynn."
Walter Jr,Whatever. I don't even care anymore. Can you just give me a ride to school?
Skyler,I'll take you to school.
Walter Jr,"Yeah. No, I'm ready now."
Skyler,"Flynn, I'm taking you to school."
Walter Jr,"All right, I'm here. See you soon."
Carmen,"Okay. May I have your attention, please? As all of you know, last week our city suffered a terrible tragedy. One that none of us will ever forget. Which is why today we're going to take a little time out of our schedule to gather in the gym and talk."
Barry,"I just find it, you know, really, really hard to concentrate. Because of all the horrors, you know, we perceived. It just really gets inside your brain and in college, they have this thing where if your roommate kills himself like, if you come home and find him hanging in the closet or whatever it's basically an a*t*matic A for you. And I just think that that kind of compassion is something to…"
